START MPC DATA
Title
  No title given
File version
 1
 
START DENSITY DATA
Self-consistent charge density in reciprocal space
  5.3905123007619924E+00  3.9203725823723579E+00  3.4187303770124311E+00
 -1.9601862911861789E+00  6.3706054463550812E+00 -3.4187303770124311E+00
  3.9203725823723579E+00  5.3905123007619924E+00  3.4187303770124311E+00
  1.9601862911861789E+00 -6.3706054463550812E+00 -3.4187303770124311E+00
 -1.9601862911861789E+00  6.3706054463550812E+00  3.4187303770124311E+00
  3.9203725823723579E+00  5.3905123007619924E+00 -3.4187303770124311E+00
 -3.9203725823723579E+00  5.3905123007619924E+00  3.4187303770124311E+00
  3.9203725823723579E+00 -5.3905123007619924E+00  3.4187303770124311E+00
  1.9601862911861789E+00 -6.3706054463550812E+00  3.4187303770124311E+00
  3.4303260095758130E+00  6.3706054463550812E+00  1.9535602154356748E+00
 -3.4303260095758130E+00  6.3706054463550812E+00  1.9535602154356748E+00
  6.3706054463550812E+00  3.4303260095758130E+00  1.9535602154356748E+00
 -6.3706054463550812E+00  3.4303260095758130E+00  1.9535602154356748E+00
  6.3706054463550812E+00  3.4303260095758130E+00 -1.9535602154356748E+00
 -3.4303260095758130E+00 -6.3706054463550812E+00 -1.9535602154356748E+00
 -3.4303260095758130E+00  6.3706054463550812E+00 -1.9535602154356748E+00
  3.4303260095758130E+00  6.3706054463550812E+00 -1.9535602154356748E+00
  3.4303260095758130E+00 -6.3706054463550812E+00  1.9535602154356748E+00
  6.3706054463550812E+00 -3.4303260095758130E+00 -1.9535602154356748E+00
 -3.4303260095758130E+00 -6.3706054463550812E+00  1.9535602154356748E+00
 -6.3706054463550812E+00 -3.4303260095758130E+00 -1.9535602154356748E+00
 -6.3706054463550812E+00 -3.4303260095758130E+00  1.9535602154356748E+00
  6.3706054463550812E+00 -3.4303260095758130E+00  1.9535602154356748E+00
 -6.3706054463550812E+00  3.4303260095758130E+00 -1.9535602154356748E+00
  3.4303260095758130E+00 -6.3706054463550812E+00 -1.9535602154356748E+00
  0.0000000000000000E+00 -7.3506985919481709E+00 -1.4651701615767561E+00
  5.8805588735585363E+00 -4.4104191551689027E+00  1.4651701615767561E+00
 -4.4104191551689027E+00  5.8805588735585363E+00 -1.4651701615767561E+00
 -5.8805588735585363E+00 -4.4104191551689027E+00  1.4651701615767561E+00
  4.4104191551689027E+00 -5.8805588735585363E+00 -1.4651701615767561E+00
 -4.4104191551689027E+00 -5.8805588735585363E+00 -1.4651701615767561E+00
  4.4104191551689027E+00  5.8805588735585363E+00 -1.4651701615767561E+00
 -5.8805588735585363E+00  4.4104191551689027E+00 -1.4651701615767561E+00
  5.8805588735585363E+00 -4.4104191551689027E+00 -1.4651701615767561E+00
 -5.8805588735585363E+00 -4.4104191551689027E+00 -1.4651701615767561E+00
 -4.4104191551689027E+00 -5.8805588735585363E+00  1.4651701615767561E+00
  4.4104191551689027E+00 -5.8805588735585363E+00  1.4651701615767561E+00
  0.0000000000000000E+00 -7.3506985919481709E+00  1.4651701615767561E+00
  0.0000000000000000E+00  7.3506985919481709E+00  1.4651701615767561E+00
  5.8805588735585363E+00  4.4104191551689027E+00 -1.4651701615767561E+00
 -7.3506985919481709E+00  0.0000000000000000E+00 -1.4651701615767561E+00
  7.3506985919481709E+00  0.0000000000000000E+00 -1.4651701615767561E+00
 -4.4104191551689027E+00  5.8805588735585363E+00  1.4651701615767561E+00
  4.4104191551689027E+00  5.8805588735585363E+00  1.4651701615767561E+00
 -5.8805588735585363E+00  4.4104191551689027E+00  1.4651701615767561E+00
  5.8805588735585363E+00  4.4104191551689027E+00  1.4651701615767561E+00
  7.3506985919481709E+00  0.0000000000000000E+00  1.4651701615767561E+00
 -7.3506985919481709E+00  0.0000000000000000E+00  1.4651701615767561E+00
  0.0000000000000000E+00  7.3506985919481709E+00 -1.4651701615767561E+00
 -6.3706054463550812E+00  3.9203725823723579E+00 -4.8839005385891870E-01
  6.3706054463550812E+00  3.9203725823723579E+00 -4.8839005385891870E-01
 -6.3706054463550812E+00 -3.9203725823723579E+00  4.8839005385891870E-01
  6.3706054463550812E+00 -3.9203725823723579E+00  4.8839005385891870E-01
  6.3706054463550812E+00 -3.9203725823723579E+00 -4.8839005385891870E-01
 -6.3706054463550812E+00 -3.9203725823723579E+00 -4.8839005385891870E-01
 -3.9203725823723579E+00  6.3706054463550812E+00 -4.8839005385891870E-01
  3.9203725823723579E+00  6.3706054463550812E+00 -4.8839005385891870E-01
 -3.9203725823723579E+00 -6.3706054463550812E+00  4.8839005385891870E-01
  3.9203725823723579E+00 -6.3706054463550812E+00  4.8839005385891870E-01
  3.9203725823723579E+00  6.3706054463550812E+00  4.8839005385891870E-01
 -3.9203725823723579E+00  6.3706054463550812E+00  4.8839005385891870E-01
  3.9203725823723579E+00 -6.3706054463550812E+00 -4.8839005385891870E-01
 -6.3706054463550812E+00  3.9203725823723579E+00  4.8839005385891870E-01
 -3.9203725823723579E+00 -6.3706054463550812E+00 -4.8839005385891870E-01
  6.3706054463550812E+00  3.9203725823723579E+00  4.8839005385891870E-01
 -1.4701397183896341E+00 -7.3506985919481709E+00  0.0000000000000000E+00
 -1.4701397183896341E+00  7.3506985919481709E+00  0.0000000000000000E+00
  1.4701397183896341E+00 -7.3506985919481709E+00  0.0000000000000000E+00
  1.4701397183896341E+00  7.3506985919481709E+00  0.0000000000000000E+00
  7.3506985919481709E+00 -1.4701397183896341E+00  0.0000000000000000E+00
 -7.3506985919481709E+00 -1.4701397183896341E+00  0.0000000000000000E+00
 -7.3506985919481709E+00  1.4701397183896341E+00  0.0000000000000000E+00
  7.3506985919481709E+00  1.4701397183896341E+00  0.0000000000000000E+00
  9.8009314559308947E-01 -2.9402794367792682E+00 -6.8374607540248622E+00
  2.9402794367792682E+00 -9.8009314559308947E-01 -6.8374607540248622E+00
 -2.9402794367792682E+00 -9.8009314559308947E-01 -6.8374607540248622E+00
  9.8009314559308947E-01  2.9402794367792682E+00  6.8374607540248622E+00
 -9.8009314559308947E-01  2.9402794367792682E+00  6.8374607540248622E+00
 -2.9402794367792682E+00  9.8009314559308947E-01  6.8374607540248622E+00
  9.8009314559308947E-01 -2.9402794367792682E+00  6.8374607540248622E+00
 -9.8009314559308947E-01 -2.9402794367792682E+00  6.8374607540248622E+00
  2.9402794367792682E+00  9.8009314559308947E-01  6.8374607540248622E+00
 -9.8009314559308947E-01  2.9402794367792682E+00 -6.8374607540248622E+00
  2.9402794367792682E+00 -9.8009314559308947E-01  6.8374607540248622E+00
 -2.9402794367792682E+00 -9.8009314559308947E-01  6.8374607540248622E+00
 -9.8009314559308947E-01 -2.9402794367792682E+00 -6.8374607540248622E+00
  2.9402794367792682E+00  9.8009314559308947E-01 -6.8374607540248622E+00
 -2.9402794367792682E+00  9.8009314559308947E-01 -6.8374607540248622E+00
  9.8009314559308947E-01  2.9402794367792682E+00 -6.8374607540248622E+00
  7.3506985919481709E+00 -4.9004657279654473E-01 -1.4651701615767561E+00
  7.3506985919481709E+00  4.9004657279654473E-01  1.4651701615767561E+00
 -7.3506985919481709E+00  4.9004657279654473E-01  1.4651701615767561E+00
 -7.3506985919481709E+00 -4.9004657279654473E-01 -1.4651701615767561E+00
 -7.3506985919481709E+00 -4.9004657279654473E-01  1.4651701615767561E+00
  7.3506985919481709E+00 -4.9004657279654473E-01  1.4651701615767561E+00
  4.9004657279654473E-01  7.3506985919481709E+00 -1.4651701615767561E+00
 -7.3506985919481709E+00  4.9004657279654473E-01 -1.4651701615767561E+00
  4.9004657279654473E-01  7.3506985919481709E+00  1.4651701615767561E+00
 -4.9004657279654473E-01  7.3506985919481709E+00  1.4651701615767561E+00
  4.9004657279654473E-01 -7.3506985919481709E+00  1.4651701615767561E+00
 -4.9004657279654473E-01 -7.3506985919481709E+00  1.4651701615767561E+00
 -4.9004657279654473E-01 -7.3506985919481709E+00 -1.4651701615767561E+00
  4.9004657279654473E-01 -7.3506985919481709E+00 -1.4651701615767561E+00
 -4.9004657279654473E-01  7.3506985919481709E+00 -1.4651701615767561E+00
  7.3506985919481709E+00  4.9004657279654473E-01 -1.4651701615767561E+00
  1.4701397183896341E+00 -7.3506985919481709E+00 -4.8839005385891870E-01
  1.4701397183896341E+00  7.3506985919481709E+00  4.8839005385891870E-01
 -1.4701397183896341E+00  7.3506985919481709E+00  4.8839005385891870E-01
  1.4701397183896341E+00  7.3506985919481709E+00 -4.8839005385891870E-01
 -1.4701397183896341E+00  7.3506985919481709E+00 -4.8839005385891870E-01
 -1.4701397183896341E+00 -7.3506985919481709E+00 -4.8839005385891870E-01
  1.4701397183896341E+00 -7.3506985919481709E+00  4.8839005385891870E-01
 -1.4701397183896341E+00 -7.3506985919481709E+00  4.8839005385891870E-01
  7.3506985919481709E+00  1.4701397183896341E+00 -4.8839005385891870E-01
 -7.3506985919481709E+00  1.4701397183896341E+00 -4.8839005385891870E-01
  7.3506985919481709E+00 -1.4701397183896341E+00  4.8839005385891870E-01
 -7.3506985919481709E+00 -1.4701397183896341E+00  4.8839005385891870E-01
 -7.3506985919481709E+00 -1.4701397183896341E+00 -4.8839005385891870E-01
  7.3506985919481709E+00 -1.4701397183896341E+00 -4.8839005385891870E-01
 -7.3506985919481709E+00  1.4701397183896341E+00  4.8839005385891870E-01
  7.3506985919481709E+00  1.4701397183896341E+00  4.8839005385891870E-01
  2.9402794367792682E+00 -4.9004657279654475E+00  4.8839005385891872E+00
 -2.9402794367792682E+00 -4.9004657279654475E+00  4.8839005385891872E+00
  2.9402794367792682E+00  4.9004657279654475E+00  4.8839005385891872E+00
 -4.9004657279654475E+00 -2.9402794367792682E+00  4.8839005385891872E+00
 -2.9402794367792682E+00  4.9004657279654475E+00  4.8839005385891872E+00
  4.9004657279654475E+00 -2.9402794367792682E+00  4.8839005385891872E+00
 -4.9004657279654475E+00 -2.9402794367792682E+00 -4.8839005385891872E+00
  4.9004657279654475E+00 -2.9402794367792682E+00 -4.8839005385891872E+00
 -4.9004657279654475E+00  2.9402794367792682E+00  4.8839005385891872E+00
  4.9004657279654475E+00  2.9402794367792682E+00  4.8839005385891872E+00
 -2.9402794367792682E+00 -4.9004657279654475E+00 -4.8839005385891872E+00
  2.9402794367792682E+00 -4.9004657279654475E+00 -4.8839005385891872E+00
  4.9004657279654475E+00  2.9402794367792682E+00 -4.8839005385891872E+00
 -4.9004657279654475E+00  2.9402794367792682E+00 -4.8839005385891872E+00
 -2.9402794367792682E+00  4.9004657279654475E+00 -4.8839005385891872E+00
  2.9402794367792682E+00  4.9004657279654475E+00 -4.8839005385891872E+00
  2.4502328639827238E+00  1.9601862911861789E+00  6.8374607540248622E+00
  1.9601862911861789E+00  2.4502328639827238E+00  6.8374607540248622E+00
 -2.4502328639827238E+00  1.9601862911861789E+00  6.8374607540248622E+00
 -2.4502328639827238E+00 -1.9601862911861789E+00 -6.8374607540248622E+00
  2.4502328639827238E+00  1.9601862911861789E+00 -6.8374607540248622E+00
  1.9601862911861789E+00 -2.4502328639827238E+00 -6.8374607540248622E+00
 -1.9601862911861789E+00 -2.4502328639827238E+00 -6.8374607540248622E+00
 -2.4502328639827238E+00 -1.9601862911861789E+00  6.8374607540248622E+00
  2.4502328639827238E+00 -1.9601862911861789E+00  6.8374607540248622E+00
 -1.9601862911861789E+00 -2.4502328639827238E+00  6.8374607540248622E+00
  1.9601862911861789E+00 -2.4502328639827238E+00  6.8374607540248622E+00
 -1.9601862911861789E+00  2.4502328639827238E+00  6.8374607540248622E+00
  2.4502328639827238E+00 -1.9601862911861789E+00 -6.8374607540248622E+00
 -1.9601862911861789E+00  2.4502328639827238E+00 -6.8374607540248622E+00
  1.9601862911861789E+00  2.4502328639827238E+00 -6.8374607540248622E+00
 -2.4502328639827238E+00  1.9601862911861789E+00 -6.8374607540248622E+00
  9.8009314559308947E-01 -6.8606520191516260E+00 -2.9303403231535121E+00
 -9.8009314559308947E-01 -6.8606520191516260E+00 -2.9303403231535121E+00
 -6.8606520191516260E+00  9.8009314559308947E-01  2.9303403231535121E+00
  6.8606520191516260E+00  9.8009314559308947E-01  2.9303403231535121E+00
 -6.8606520191516260E+00  9.8009314559308947E-01 -2.9303403231535121E+00
  6.8606520191516260E+00  9.8009314559308947E-01 -2.9303403231535121E+00
  9.8009314559308947E-01  6.8606520191516260E+00  2.9303403231535121E+00
 -9.8009314559308947E-01  6.8606520191516260E+00  2.9303403231535121E+00
  9.8009314559308947E-01 -6.8606520191516260E+00  2.9303403231535121E+00
 -9.8009314559308947E-01 -6.8606520191516260E+00  2.9303403231535121E+00
  9.8009314559308947E-01  6.8606520191516260E+00 -2.9303403231535121E+00
  6.8606520191516260E+00 -9.8009314559308947E-01  2.9303403231535121E+00
 -6.8606520191516260E+00 -9.8009314559308947E-01  2.9303403231535121E+00
  6.8606520191516260E+00 -9.8009314559308947E-01 -2.9303403231535121E+00
 -6.8606520191516260E+00 -9.8009314559308947E-01 -2.9303403231535121E+00
 -9.8009314559308947E-01  6.8606520191516260E+00 -2.9303403231535121E+00
  4.9004657279654475E+00 -4.9004657279654475E+00 -2.9303403231535121E+00
 -4.9004657279654475E+00 -4.9004657279654475E+00 -2.9303403231535121E+00
  4.9004657279654475E+00  4.9004657279654475E+00  2.9303403231535121E+00
 -4.9004657279654475E+00  4.9004657279654475E+00  2.9303403231535121E+00
  4.9004657279654475E+00  4.9004657279654475E+00 -2.9303403231535121E+00
  4.9004657279654475E+00 -4.9004657279654475E+00  2.9303403231535121E+00
 -4.9004657279654475E+00 -4.9004657279654475E+00  2.9303403231535121E+00
 -4.9004657279654475E+00  4.9004657279654475E+00 -2.9303403231535121E+00
 -9.8009314559308947E-01 -3.9203725823723579E+00  6.3490707001659432E+00
 -3.9203725823723579E+00  9.8009314559308947E-01 -6.3490707001659432E+00
 -3.9203725823723579E+00 -9.8009314559308947E-01  6.3490707001659432E+00
  3.9203725823723579E+00 -9.8009314559308947E-01  6.3490707001659432E+00
  9.8009314559308947E-01 -3.9203725823723579E+00  6.3490707001659432E+00
  3.9203725823723579E+00  9.8009314559308947E-01 -6.3490707001659432E+00
  9.8009314559308947E-01  3.9203725823723579E+00  6.3490707001659432E+00
 -3.9203725823723579E+00 -9.8009314559308947E-01 -6.3490707001659432E+00
  3.9203725823723579E+00 -9.8009314559308947E-01 -6.3490707001659432E+00
 -3.9203725823723579E+00  9.8009314559308947E-01  6.3490707001659432E+00
  3.9203725823723579E+00  9.8009314559308947E-01  6.3490707001659432E+00
 -9.8009314559308947E-01 -3.9203725823723579E+00 -6.3490707001659432E+00
  9.8009314559308947E-01 -3.9203725823723579E+00 -6.3490707001659432E+00
 -9.8009314559308947E-01  3.9203725823723579E+00 -6.3490707001659432E+00
  9.8009314559308947E-01  3.9203725823723579E+00 -6.3490707001659432E+00
 -9.8009314559308947E-01  3.9203725823723579E+00  6.3490707001659432E+00
 -2.9402794367792682E+00  6.8606520191516260E+00 -9.7678010771783741E-01
  2.9402794367792682E+00 -6.8606520191516260E+00 -9.7678010771783741E-01
  6.8606520191516260E+00  2.9402794367792682E+00 -9.7678010771783741E-01
 -6.8606520191516260E+00  2.9402794367792682E+00 -9.7678010771783741E-01
 -2.9402794367792682E+00 -6.8606520191516260E+00  9.7678010771783741E-01
  2.9402794367792682E+00 -6.8606520191516260E+00  9.7678010771783741E-01
 -6.8606520191516260E+00 -2.9402794367792682E+00 -9.7678010771783741E-01
 -2.9402794367792682E+00 -6.8606520191516260E+00 -9.7678010771783741E-01
 -2.9402794367792682E+00  6.8606520191516260E+00  9.7678010771783741E-01
  6.8606520191516260E+00 -2.9402794367792682E+00 -9.7678010771783741E-01
 -6.8606520191516260E+00  2.9402794367792682E+00  9.7678010771783741E-01
  2.9402794367792682E+00  6.8606520191516260E+00  9.7678010771783741E-01
  6.8606520191516260E+00  2.9402794367792682E+00  9.7678010771783741E-01
  2.9402794367792682E+00  6.8606520191516260E+00 -9.7678010771783741E-01
  6.8606520191516260E+00 -2.9402794367792682E+00  9.7678010771783741E-01
 -6.8606520191516260E+00 -2.9402794367792682E+00  9.7678010771783741E-01
 -1.9601862911861789E+00 -4.9004657279654475E+00 -5.3722905924481061E+00
  4.9004657279654475E+00 -1.9601862911861789E+00  5.3722905924481061E+00
  1.9601862911861789E+00 -4.9004657279654475E+00 -5.3722905924481061E+00
  4.9004657279654475E+00  1.9601862911861789E+00 -5.3722905924481061E+00
 -4.9004657279654475E+00  1.9601862911861789E+00 -5.3722905924481061E+00
  4.9004657279654475E+00  1.9601862911861789E+00  5.3722905924481061E+00
 -4.9004657279654475E+00 -1.9601862911861789E+00 -5.3722905924481061E+00
 -1.9601862911861789E+00 -4.9004657279654475E+00  5.3722905924481061E+00
 -4.9004657279654475E+00  1.9601862911861789E+00  5.3722905924481061E+00
  1.9601862911861789E+00 -4.9004657279654475E+00  5.3722905924481061E+00
 -1.9601862911861789E+00  4.9004657279654475E+00 -5.3722905924481061E+00
  1.9601862911861789E+00  4.9004657279654475E+00 -5.3722905924481061E+00
  4.9004657279654475E+00 -1.9601862911861789E+00 -5.3722905924481061E+00
 -1.9601862911861789E+00  4.9004657279654475E+00  5.3722905924481061E+00
  1.9601862911861789E+00  4.9004657279654475E+00  5.3722905924481061E+00
 -4.9004657279654475E+00 -1.9601862911861789E+00  5.3722905924481061E+00
 -5.3905123007619924E+00 -1.9601862911861789E+00 -4.8839005385891872E+00
 -5.3905123007619924E+00  1.9601862911861789E+00 -4.8839005385891872E+00
  5.3905123007619924E+00  1.9601862911861789E+00 -4.8839005385891872E+00
 -5.3905123007619924E+00 -1.9601862911861789E+00  4.8839005385891872E+00
  5.3905123007619924E+00  1.9601862911861789E+00  4.8839005385891872E+00
  5.3905123007619924E+00 -1.9601862911861789E+00  4.8839005385891872E+00
 -5.3905123007619924E+00  1.9601862911861789E+00  4.8839005385891872E+00
  5.3905123007619924E+00 -1.9601862911861789E+00 -4.8839005385891872E+00
 -1.9601862911861789E+00  5.3905123007619924E+00 -4.8839005385891872E+00
  1.9601862911861789E+00  5.3905123007619924E+00 -4.8839005385891872E+00
  1.9601862911861789E+00  5.3905123007619924E+00  4.8839005385891872E+00
 -1.9601862911861789E+00 -5.3905123007619924E+00  4.8839005385891872E+00
  1.9601862911861789E+00 -5.3905123007619924E+00 -4.8839005385891872E+00
 -1.9601862911861789E+00 -5.3905123007619924E+00 -4.8839005385891872E+00
 -1.9601862911861789E+00  5.3905123007619924E+00  4.8839005385891872E+00
  1.9601862911861789E+00 -5.3905123007619924E+00  4.8839005385891872E+00
  1.4701397183896341E+00 -9.8009314559308947E-01 -7.3258508078837803E+00
 -1.4701397183896341E+00 -9.8009314559308947E-01 -7.3258508078837803E+00
 -9.8009314559308947E-01 -1.4701397183896341E+00 -7.3258508078837803E+00
  9.8009314559308947E-01 -1.4701397183896341E+00 -7.3258508078837803E+00
  1.4701397183896341E+00  9.8009314559308947E-01  7.3258508078837803E+00
 -1.4701397183896341E+00  9.8009314559308947E-01  7.3258508078837803E+00
  9.8009314559308947E-01  1.4701397183896341E+00  7.3258508078837803E+00
 -9.8009314559308947E-01  1.4701397183896341E+00  7.3258508078837803E+00
 -1.4701397183896341E+00  9.8009314559308947E-01 -7.3258508078837803E+00
  1.4701397183896341E+00  9.8009314559308947E-01 -7.3258508078837803E+00
  9.8009314559308947E-01  1.4701397183896341E+00 -7.3258508078837803E+00
 -9.8009314559308947E-01  1.4701397183896341E+00 -7.3258508078837803E+00
 -1.4701397183896341E+00 -9.8009314559308947E-01  7.3258508078837803E+00
  9.8009314559308947E-01 -1.4701397183896341E+00  7.3258508078837803E+00
